Image_Metadata_MasterIndex,ImageNumber,ObjectNumber,Class,Image_ImageQuality_LocalFocusScore_OrigDNA_5.x,UserAnnotation_Debris,UserAnnotation_Ded,UserAnnotation_Empty,UserAnnotation_Saturated,UserAnnotation_Blurry,Image_Metadata_Plate,Image_Metadata_Well,Image_Metadata_Site,Image_PathName_OrigAGP,Image_PathName_OrigDNA,Image_PathName_OrigER,Image_PathName_OrigMito,Image_PathName_OrigRNA,Image_URL_OrigAGP,Image_URL_OrigDNA,Image_URL_OrigER,Image_URL_OrigMito,Image_URL_OrigRNA,Image_PathName_OrigActin,Image_PathName_OrigGolgi,Image_URL_OrigActin,Image_URL_OrigGolgi,Image_ImageQuality_LocalFocusScore_OrigDNA_5.y
3,72,1,DNA,0.0171634408230087,1,0,0,0,0,BR00117060a10x,C24,1,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellC24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0071Seq0071_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellC24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0071Seq0071_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellC24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0071Seq0071_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellC24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0071Seq0071_OrigMito.tiff",NA,NA,NA,NA,NA,0.0171634408230087
2,39,1,DNA,0.0343249898617172,1,0,0,0,0,BR00117060a10x,B15,1,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigMito.tiff",NA,NA,NA,NA,NA,0.0343249898617172
1,24,1,DNA,0.0058630923900549,1,0,0,0,0,BR00117060a10x,A24,1,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellA24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0023Seq0023_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellA24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0023Seq0023_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellA24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0023Seq0023_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellA24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0023Seq0023_OrigMito.tiff",NA,NA,NA,NA,NA,0.0058630923900549
5,101,1,ER,0.0482550907246793,1,0,0,0,0,BR00117060a10x,E05,1,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0100Seq0100_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0100Seq0100_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0100Seq0100_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0100Seq0100_OrigMito.tiff",NA,NA,NA,NA,NA,0.0482550907246793
4,99,1,ER,0.0429780807637137,1,0,0,0,0,BR00117060a10x,E03,1,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE03_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0098Seq0098_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE03_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0098Seq0098_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE03_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0098Seq0098_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE03_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0098Seq0098_OrigMito.tiff",NA,NA,NA,NA,NA,0.0429780807637137
3,72,1,ER,0.0171634408230087,1,0,0,0,0,BR00117060a10x,C24,1,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellC24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0071Seq0071_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellC24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0071Seq0071_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellC24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0071Seq0071_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellC24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0071Seq0071_OrigMito.tiff",NA,NA,NA,NA,NA,0.0171634408230087
5,101,1,Mito,0.0482550907246793,1,0,0,0,0,BR00117060a10x,E05,1,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0100Seq0100_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0100Seq0100_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0100Seq0100_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0100Seq0100_OrigMito.tiff",NA,NA,NA,NA,NA,0.0482550907246793
4,99,1,Mito,0.0429780807637137,1,0,0,0,0,BR00117060a10x,E03,1,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE03_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0098Seq0098_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE03_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0098Seq0098_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE03_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0098Seq0098_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE03_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0098Seq0098_OrigMito.tiff",NA,NA,NA,NA,NA,0.0429780807637137
5,101,1,AGP,0.0482550907246793,1,0,0,0,0,BR00117060a10x,E05,1,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0100Seq0100_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0100Seq0100_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0100Seq0100_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE05_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0100Seq0100_OrigMito.tiff",NA,NA,NA,NA,NA,0.0482550907246793
4,99,1,AGP,0.0429780807637137,1,0,0,0,0,BR00117060a10x,E03,1,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE03_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0098Seq0098_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE03_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0098Seq0098_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE03_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0098Seq0098_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117060a10x__20201118_153539_386/WellE03_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0098Seq0098_OrigMito.tiff",NA,NA,NA,NA,NA,0.0429780807637137
